Parameter,Rating
Structuring of the course,2.78
Structuring of the course,3.22
Structuring of the course,4.11
Structuring of the course,5.0
Structuring of the course,3.67
Structuring of the course,1.0
Structuring of the course,4.56
Structuring of the course,2.78
Structuring of the course,4.11
Structuring of the course,4.56
Structuring of the course,1.89
Structuring of the course,5.0
Structuring of the course,1.44
Structuring of the course,1.89
Structuring of the course,5.0
Structuring of the course,1.89
Structuring of the course,3.22
Structuring of the course,3.67
Structuring of the course,1.89
Structuring of the course,4.11
Structuring of the course,1.0
Structuring of the course,3.22
Structuring of the course,1.0
Structuring of the course,2.33
Structuring of the course,4.11
Structuring of the course,1.0
Structuring of the course,2.78
Structuring of the course,1.89
Structuring of the course,3.67
Structuring of the course,3.67
Structuring of the course,3.67
Structuring of the course,4.11
Structuring of the course,1.44
Structuring of the course,2.33
Structuring of the course,3.67
Structuring of the course,5.0
Structuring of the course,5.0
Structuring of the course,5.0
Structuring of the course,3.67
Structuring of the course,3.22
Structuring of the course,2.78
Structuring of the course,3.22
Structuring of the course,4.11
Structuring of the course,1.0
Structuring of the course,3.67
Structuring of the course,4.56
Structuring of the course,1.44
Structuring of the course,4.56
Structuring of the course,2.33
Structuring of the course,1.44
Structuring of the course,5.0
Structuring of the course,4.11
Structuring of the course,5.0
Structuring of the course,5.0
Structuring of the course,3.67
Structuring of the course,2.78
Structuring of the course,1.89
Structuring of the course,5.0
Structuring of the course,5.0
Structuring of the course,1.44
Structuring of the course,3.67
Structuring of the course,3.67
Structuring of the course,1.0
Structuring of the course,4.11
Structuring of the course,2.78
Structuring of the course,4.56
Structuring of the course,4.11
Structuring of the course,4.56
Structuring of the course,3.22
Structuring of the course,5.0
Structuring of the course,5.0
Structuring of the course,1.44
Structuring of the course,3.22
Structuring of the course,3.67
Structuring of the course,4.11
Structuring of the course,1.0
Structuring of the course,3.67
Structuring of the course,2.33
Structuring of the course,1.89
Structuring of the course,1.89
Structuring of the course,1.89
Structuring of the course,1.89
Structuring of the course,3.22
Structuring of the course,1.44
Structuring of the course,2.78
Structuring of the course,1.0
Structuring of the course,2.78
Structuring of the course,4.56
Structuring of the course,2.78
Structuring of the course,4.11
Structuring of the course,5.0
Structuring of the course,1.0
Structuring of the course,5.0
Structuring of the course,3.22
Structuring of the course,4.11
Structuring of the course,3.22
Structuring of the course,5.0
Structuring of the course,3.22
Structuring of the course,1.0
Structuring of the course,3.22
Structuring of the course,1.0
Structuring of the course,1.0
Structuring of the course,1.0
Structuring of the course,1.0
Structuring of the course,3.22
Structuring of the course,3.22
Structuring of the course,5.0
Structuring of the course,2.78
Structuring of the course,3.67
Structuring of the course,1.89
Structuring of the course,2.33
Structuring of the course,4.56
Structuring of the course,2.33
Structuring of the course,5.0
Structuring of the course,5.0
Structuring of the course,4.56
Structuring of the course,3.67
Structuring of the course,2.33
Structuring of the course,4.11
Structuring of the course,1.89
Structuring of the course,2.33
Structuring of the course,4.56
Structuring of the course,4.56
Structuring of the course,1.44
Structuring of the course,2.33
Structuring of the course,3.22
Structuring of the course,1.0
Structuring of the course,1.44
Structuring of the course,5.0
Structuring of the course,1.44
Structuring of the course,3.67
Structuring of the course,2.33
Structuring of the course,3.67
Structuring of the course,2.33
Structuring of the course,2.33
Structuring of the course,2.33
Structuring of the course,4.11
Structuring of the course,3.67
Structuring of the course,1.0
Structuring of the course,2.78
Structuring of the course,1.0
Structuring of the course,4.56
Structuring of the course,5.0
Structuring of the course,5.0
Structuring of the course,5.0
Structuring of the course,3.67
Structuring of the course,2.78
Structuring of the course,2.33
Structuring of the course,3.22
Structuring of the course,2.33
Structuring of the course,1.0
Structuring of the course,2.33
Structuring of the course,2.33
Structuring of the course,5.0
Structuring of the course,5.0
Structuring of the course,1.89
Structuring of the course,2.78
Structuring of the course,4.11
Structuring of the course,3.67
Structuring of the course,2.33
Structuring of the course,3.67
Structuring of the course,1.89
Structuring of the course,2.78
Structuring of the course,1.44
Structuring of the course,5.0
Structuring of the course,1.0
Structuring of the course,1.89
Structuring of the course,1.44
Structuring of the course,5.0
Structuring of the course,1.89
Structuring of the course,1.0
Structuring of the course,1.89
Structuring of the course,5.0
Structuring of the course,1.44
Structuring of the course,5.0
Structuring of the course,1.44
Structuring of the course,4.11
Structuring of the course,4.56
Structuring of the course,1.89
Structuring of the course,1.89
Structuring of the course,3.67
Structuring of the course,4.56
Structuring of the course,2.33
Structuring of the course,1.0
Structuring of the course,4.11
Structuring of the course,4.56
Structuring of the course,1.44
Structuring of the course,1.44
Structuring of the course,5.0
Structuring of the course,3.22
Structuring of the course,5.0
Structuring of the course,5.0
Structuring of the course,4.11
Structuring of the course,5.0
Structuring of the course,1.89
Structuring of the course,1.89
Structuring of the course,3.67
Structuring of the course,3.22
Structuring of the course,3.67
Structuring of the course,1.44
Structuring of the course,3.67
Structuring of the course,5.0
Structuring of the course,2.78
Structuring of the course,1.44
Structuring of the course,5.0
Structuring of the course,1.0
Structuring of the course,4.11
Structuring of the course,3.67
Structuring of the course,1.0
Structuring of the course,3.22
Structuring of the course,2.78
Structuring of the course,4.56
Structuring of the course,1.44
Structuring of the course,2.33
Structuring of the course,4.11
Structuring of the course,4.56
Structuring of the course,4.11
Structuring of the course,5.0
Structuring of the course,4.11
Structuring of the course,1.0
Structuring of the course,4.56
Structuring of the course,2.78
Structuring of the course,2.33
Structuring of the course,3.22
Structuring of the course,3.67
Structuring of the course,3.67
Structuring of the course,5.0
Structuring of the course,2.33
Structuring of the course,5.0
Structuring of the course,5.0
Structuring of the course,4.56
Structuring of the course,4.11
Structuring of the course,1.44
Structuring of the course,1.44
Structuring of the course,2.33
Structuring of the course,1.0
Structuring of the course,1.0
Structuring of the course,3.67
Structuring of the course,4.11
Structuring of the course,1.44
Structuring of the course,5.0
Structuring of the course,3.67
Structuring of the course,5.0
Structuring of the course,1.44
Structuring of the course,5.0
Structuring of the course,3.22
Structuring of the course,3.67
Structuring of the course,2.33
Structuring of the course,3.22
Structuring of the course,4.11
Structuring of the course,4.56
Structuring of the course,4.11
Structuring of the course,1.44
Structuring of the course,2.78
Structuring of the course,1.89
Structuring of the course,5.0
Structuring of the course,4.56
Structuring of the course,2.33
Structuring of the course,2.33
Structuring of the course,3.22
Structuring of the course,2.33
Structuring of the course,3.67
Structuring of the course,2.78
Structuring of the course,4.11
Structuring of the course,1.89
Structuring of the course,1.89
Structuring of the course,2.78
Structuring of the course,3.67
Structuring of the course,1.44
Structuring of the course,4.56
Structuring of the course,3.67
Structuring of the course,4.11
Structuring of the course,4.11
Structuring of the course,2.78
Structuring of the course,5.0
Structuring of the course,4.11
Structuring of the course,1.0
Structuring of the course,3.67
Structuring of the course,3.22
Structuring of the course,1.44
Structuring of the course,2.78
Structuring of the course,3.22
Structuring of the course,2.33
Structuring of the course,5.0
Structuring of the course,3.67
Structuring of the course,4.56
Structuring of the course,4.11
Structuring of the course,2.33
Structuring of the course,1.44
Structuring of the course,1.44
Structuring of the course,2.33
Structuring of the course,2.33
Structuring of the course,1.0
Structuring of the course,5.0
Structuring of the course,4.11
Structuring of the course,5.0
Structuring of the course,1.89
Structuring of the course,1.89
Structuring of the course,1.0
Structuring of the course,3.67
Structuring of the course,5.0
Structuring of the course,3.22
Structuring of the course,4.56
Structuring of the course,2.78
Structuring of the course,2.78
Structuring of the course,1.89
Structuring of the course,2.78
Structuring of the course,2.78
Structuring of the course,2.78
Structuring of the course,2.78
Structuring of the course,4.56
Structuring of the course,1.44
Structuring of the course,4.56
Structuring of the course,4.56
Structuring of the course,5.0
Structuring of the course,2.78
Structuring of the course,1.0
Structuring of the course,3.22
Structuring of the course,5.0
Structuring of the course,3.22
Structuring of the course,2.33
Structuring of the course,1.89
Structuring of the course,1.89
Structuring of the course,4.11
Structuring of the course,2.33
Structuring of the course,2.78
Structuring of the course,2.33
Structuring of the course,3.22
Structuring of the course,2.33
Structuring of the course,1.0
Structuring of the course,2.78
Structuring of the course,4.56
Structuring of the course,1.0
Structuring of the course,5.0
Structuring of the course,1.89
Structuring of the course,1.0
Structuring of the course,1.44
Structuring of the course,3.22
Structuring of the course,2.33
Structuring of the course,4.56
Structuring of the course,3.67
Structuring of the course,1.44
Structuring of the course,1.89
Structuring of the course,2.33
Structuring of the course,3.22
Structuring of the course,2.33
Structuring of the course,5.0
Structuring of the course,3.22
Structuring of the course,1.0
Structuring of the course,1.89
Structuring of the course,3.22
Structuring of the course,3.67
Structuring of the course,4.56
Structuring of the course,3.67
Structuring of the course,1.0
Structuring of the course,1.0
Structuring of the course,1.89
Structuring of the course,2.78
Structuring of the course,1.89
Structuring of the course,4.11
Structuring of the course,5.0
Structuring of the course,2.33
Structuring of the course,1.0
Structuring of the course,3.22
Structuring of the course,3.22
Structuring of the course,4.11
Structuring of the course,2.33
Structuring of the course,5.0
Structuring of the course,1.44
Structuring of the course,4.56
Structuring of the course,2.33
Structuring of the course,4.56
Structuring of the course,5.0
Structuring of the course,2.78
Structuring of the course,3.22
Structuring of the course,3.67
Structuring of the course,5.0
Structuring of the course,5.0
Structuring of the course,3.22
Structuring of the course,1.89
Structuring of the course,1.89
Structuring of the course,2.78
Structuring of the course,1.0
Structuring of the course,1.0
Structuring of the course,3.22
Structuring of the course,2.33
Structuring of the course,1.89
Structuring of the course,2.78
Structuring of the course,2.78
Structuring of the course,3.67
Structuring of the course,3.22
Structuring of the course,2.78
Structuring of the course,2.33
Structuring of the course,3.22
Structuring of the course,4.11
Structuring of the course,5.0
Structuring of the course,4.56
Structuring of the course,1.44
Structuring of the course,4.11
Structuring of the course,3.67
Structuring of the course,1.44
Structuring of the course,3.67
Structuring of the course,1.0
Structuring of the course,5.0
Structuring of the course,2.78
Structuring of the course,4.56
Structuring of the course,1.44
Structuring of the course,5.0
Structuring of the course,4.56
Structuring of the course,3.22
Structuring of the course,5.0
Structuring of the course,2.33
Structuring of the course,5.0
Structuring of the course,3.67
Structuring of the course,2.78
Structuring of the course,5.0
Structuring of the course,3.67
Structuring of the course,5.0
Structuring of the course,2.78
Structuring of the course,5.0
Structuring of the course,3.67
Structuring of the course,1.0
Structuring of the course,4.11
Structuring of the course,2.33
Structuring of the course,1.89
Structuring of the course,1.0
Structuring of the course,1.44
Structuring of the course,4.11
Structuring of the course,4.11
Structuring of the course,2.78
Structuring of the course,4.56
Structuring of the course,5.0
Structuring of the course,5.0
Structuring of the course,1.0
Structuring of the course,1.0
Structuring of the course,2.33
Structuring of the course,3.22
Structuring of the course,3.22
Structuring of the course,2.78
Structuring of the course,1.44
Structuring of the course,1.44
Structuring of the course,1.0
Structuring of the course,1.44
Structuring of the course,2.78
Structuring of the course,2.33
Structuring of the course,2.78
Structuring of the course,3.22
Structuring of the course,1.89
Structuring of the course,1.89
Structuring of the course,3.67
Structuring of the course,1.0
Structuring of the course,3.22
Structuring of the course,1.44
Structuring of the course,3.67
Structuring of the course,1.89
Structuring of the course,2.78
Structuring of the course,1.0
Structuring of the course,3.22
Structuring of the course,4.11
Structuring of the course,1.44
Structuring of the course,3.67
Structuring of the course,3.67
Structuring of the course,1.0
Structuring of the course,1.44
Structuring of the course,5.0
Structuring of the course,2.33
Structuring of the course,1.0
Structuring of the course,1.89
Structuring of the course,2.33
Structuring of the course,4.11
